Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments
62,Male,Secndary,5,No,13765,No,Marrid,Yes,62,noice is low and evryone frendly,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch
58,Male,Secndary,1,No,85790,Yes,Single,No,7,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,this survery was long
33,Other,Primry,8,Yes,12696,No,Marrid,Yes,55,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,"goals keep me going, even when tired",good luck with reserch
63,Male,Tertary,10,No,42432,Yes,Divorced,No,56,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,this survery was long
51,Female,Secndary,8,No,24327,No,Widowd,No,64,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say
32,Female,Tertary,4,No,84021,Yes,Marrid,Yes,33,noice is low and evryone frendly,no money to save fo future,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long
56,Male,Tertary,8,Yes,82752,No,Single,No,58,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch
69,Other,Tertary,3,Yes,76928,No,Widowd,Yes,40,noice is low and evryone frendly,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
59,Female,Secndary,4,Yes,50704,Yes,Marrid,No,2,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch
38,Male,Secndary,3,No,43128,Yes,Widowd,No,53,noice is low and evryone frendly,no money to save fo future,the ladie at bank was reely helpfull,just need to suceed,good luck with reserch
60,Other,Tertary,9,No,19649,Yes,Divorced,Yes,71,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts
61,Other,Secndary,8,No,70275,Yes,Divorced,No,44,noice is low and evryone frendly,climate chang and job loss,got discount witout askin,just need to suceed,thank u for lettin me say
31,Female,Tertary,9,Yes,24111,Yes,Single,Yes,57,noice is low and evryone frendly,war n unestability,great expiriense at restaurent,my kidss and faimly,this survery was long
21,Other,Secndary,4,No,21750,Yes,Marrid,Yes,45,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say
19,Female,Tertary,1,Yes,39620,Yes,Widowd,Yes,20,its saf and pecefull,war n unestability,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say
36,Other,Secndary,10,Yes,31117,No,Widowd,No,57,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",thank u for lettin me say
37,Male,Primry,5,No,34923,Yes,Divorced,No,41,its saf and pecefull,healthcare getin worse,the ladie at bank was reely helpfull,"goals keep me going, even when tired",pls fix typos in u r questions
37,Other,Tertary,1,No,65547,Yes,Widowd,Yes,32,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long
18,Female,Secndary,4,Yes,55108,Yes,Divorced,No,35,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,just need to suceed,no commnts
27,Female,Primry,9,No,58534,Yes,Marrid,No,36,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,my kidss and faimly,this survery was long
30,Male,Primry,1,Yes,90439,No,Divorced,Yes,45,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch
64,Male,Primry,1,No,46305,No,Widowd,No,70,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions
43,Female,Tertary,4,No,35206,Yes,Single,No,69,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say
21,Female,Secndary,8,No,57136,Yes,Widowd,No,21,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,pls fix typos in u r questions
40,Male,Primry,3,No,28352,No,Widowd,Yes,58,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say
23,Female,Primry,10,Yes,45693,No,Marrid,No,21,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",good luck with reserch
51,Other,Primry,1,No,71451,Yes,Divorced,No,15,green trees n cleen airr,war n unestability,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions
63,Female,Secndary,4,No,65600,No,Single,No,4,its saf and pecefull,war n unestability,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say
41,Male,Primry,6,Yes,68299,Yes,Marrid,Yes,16,green trees n cleen airr,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions
22,Other,Secndary,5,Yes,57590,No,Widowd,Yes,16,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",pls fix typos in u r questions
41,Male,Tertary,7,Yes,37121,No,Divorced,Yes,30,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,this survery was long
44,Other,Secndary,3,Yes,58430,Yes,Divorced,Yes,7,its saf and pecefull,war n unestability,got discount witout askin,i lov my job and coworkers,good luck with reserch
56,Female,Secndary,10,No,76859,Yes,Marrid,No,7,i dnt lik dogs barking but shops close by,no money to save fo future,the ladie at bank was reely helpfull,just need to suceed,pls fix typos in u r questions
54,Female,Primry,1,Yes,50780,Yes,Widowd,Yes,0,its saf and pecefull,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",pls fix typos in u r questions
47,Female,Secndary,5,No,39249,Yes,Marrid,Yes,28,green trees n cleen airr,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions
38,Other,Primry,6,Yes,54484,Yes,Widowd,No,34,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,"goals keep me going, even when tired",pls fix typos in u r questions
63,Other,Secndary,8,Yes,16493,No,Marrid,No,41,its saf and pecefull,i worrie bout kids educasion,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say
50,Female,Tertary,2,No,23605,Yes,Widowd,No,10,i lik the quite and neghbours,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions
56,Other,Tertary,1,No,43175,No,Widowd,No,34,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,just need to suceed,no commnts
22,Female,Primry,6,No,69542,Yes,Single,Yes,6,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",good luck with reserch
36,Male,Tertary,6,Yes,61898,Yes,Widowd,Yes,39,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say
21,Female,Secndary,1,Yes,48872,Yes,Widowd,No,78,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts
54,Female,Primry,2,No,60686,No,Divorced,No,67,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch
45,Female,Tertary,8,No,46270,No,Single,No,58,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,i lov my job and coworkers,this survery was long
25,Male,Tertary,6,Yes,16593,No,Widowd,No,12,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,no commnts
29,Female,Primry,7,No,48746,No,Marrid,Yes,39,green trees n cleen airr,no money to save fo future,got discount witout askin,my kidss and faimly,good luck with reserch
67,Male,Tertary,3,Yes,91565,No,Divorced,No,2,its saf and pecefull,war n unestability,i calld support they sloved fast,i lov my job and coworkers,this survery was long
65,Other,Primry,3,Yes,76515,No,Marrid,No,58,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",no commnts
26,Other,Secndary,8,Yes,84063,Yes,Marrid,No,68,its saf and pecefull,no money to save fo future,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions
22,Other,Primry,9,Yes,41081,Yes,Widowd,Yes,71,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say
23,Male,Secndary,1,No,93262,Yes,Widowd,Yes,71,noice is low and evryone frendly,war n unestability,the ladie at bank was reely helpfull,"goals keep me going, even when tired",good luck with reserch
47,Female,Tertary,9,Yes,35966,No,Marrid,No,7,i lik the quite and neghbours,no money to save fo future,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
69,Male,Secndary,7,Yes,31750,Yes,Divorced,No,64,its saf and pecefull,no money to save fo future,great expiriense at restaurent,"goals keep me going, even when tired",no commnts
33,Other,Primry,3,No,79423,No,Marrid,No,34,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,thank u for lettin me say
41,Other,Tertary,3,Yes,29814,No,Divorced,No,25,green trees n cleen airr,climate chang and job loss,got discount witout askin,my kidss and faimly,thank u for lettin me say
20,Male,Primry,10,Yes,32047,No,Marrid,No,18,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long
55,Female,Primry,3,No,99273,Yes,Single,No,68,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say
40,Female,Primry,3,No,44762,No,Marrid,No,55,noice is low and evryone frendly,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",pls fix typos in u r questions
26,Other,Secndary,2,Yes,16594,No,Marrid,Yes,62,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long
20,Female,Tertary,2,Yes,87419,Yes,Widowd,No,74,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,my kidss and faimly,good luck with reserch
47,Other,Primry,2,No,75328,Yes,Single,Yes,13,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,my kidss and faimly,this survery was long
30,Male,Tertary,8,No,29753,No,Marrid,Yes,3,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions
44,Male,Secndary,2,Yes,33447,Yes,Divorced,No,63,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,just need to suceed,thank u for lettin me say
25,Other,Tertary,7,Yes,23145,Yes,Divorced,Yes,13,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,just need to suceed,thank u for lettin me say
45,Male,Tertary,3,No,92615,Yes,Marrid,Yes,14,noice is low and evryone frendly,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch
49,Male,Secndary,3,Yes,37404,Yes,Marrid,Yes,13,i dnt lik dogs barking but shops close by,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts
18,Male,Secndary,2,Yes,88578,No,Single,No,75,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,good luck with reserch
21,Male,Secndary,8,Yes,54339,Yes,Widowd,No,15,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long
47,Female,Secndary,5,No,63646,No,Marrid,No,44,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,"goals keep me going, even when tired",no commnts
64,Female,Primry,4,No,70338,Yes,Divorced,No,33,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,no commnts
61,Other,Tertary,3,Yes,19314,Yes,Divorced,Yes,28,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long
34,Other,Primry,5,No,64024,Yes,Marrid,Yes,30,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,i lov my job and coworkers,this survery was long
52,Female,Secndary,2,Yes,34362,Yes,Marrid,No,32,its saf and pecefull,war n unestability,got discount witout askin,"money, and boss apriciashun",thank u for lettin me say
66,Male,Primry,6,No,79022,Yes,Divorced,Yes,61,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions
26,Male,Tertary,6,No,19546,Yes,Single,No,78,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",good luck with reserch
50,Female,Tertary,8,Yes,79037,Yes,Divorced,No,21,i lik the quite and neghbours,climate chang and job loss,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say
18,Male,Primry,7,Yes,19582,Yes,Marrid,Yes,58,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,i lov my job and coworkers,pls fix typos in u r questions
22,Male,Tertary,6,No,55495,Yes,Widowd,Yes,6,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
55,Other,Primry,6,No,61130,Yes,Widowd,No,40,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long
59,Female,Secndary,1,No,76067,No,Widowd,Yes,59,green trees n cleen airr,i worrie bout kids educasion,the ladie at bank was reely helpfull,i lov my job and coworkers,this survery was long
66,Male,Tertary,3,Yes,64094,Yes,Marrid,Yes,32,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,i lov my job and coworkers,pls fix typos in u r questions
35,Female,Secndary,3,No,96863,No,Divorced,No,48,green trees n cleen airr,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",no commnts
36,Female,Tertary,9,No,86810,Yes,Widowd,No,29,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions
48,Female,Primry,1,No,12666,No,Widowd,No,47,i dnt lik dogs barking but shops close by,war n unestability,i calld support they sloved fast,"money, and boss apriciashun",no commnts
65,Male,Secndary,3,Yes,40161,No,Divorced,No,53,noice is low and evryone frendly,war n unestability,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts
62,Female,Primry,5,Yes,14453,Yes,Widowd,No,23,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,just need to suceed,this survery was long
19,Female,Primry,4,Yes,15723,Yes,Single,Yes,12,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",this survery was long
31,Other,Tertary,3,No,32920,No,Marrid,No,36,its saf and pecefull,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",no commnts
27,Male,Tertary,3,No,42266,No,Widowd,No,73,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say
19,Other,Primry,4,No,77576,No,Marrid,Yes,36,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,just need to suceed,no commnts
48,Other,Primry,4,Yes,48004,Yes,Divorced,No,54,noice is low and evryone frendly,war n unestability,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions
57,Other,Tertary,5,Yes,20477,No,Divorced,Yes,79,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,no commnts
36,Female,Tertary,10,No,43151,Yes,Marrid,No,12,its saf and pecefull,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,this survery was long
44,Other,Secndary,4,No,50869,Yes,Single,No,24,i dnt lik dogs barking but shops close by,climate chang and job loss,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long
31,Male,Secndary,5,Yes,11467,Yes,Divorced,Yes,2,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,just need to suceed,pls fix typos in u r questions
57,Male,Tertary,3,No,93878,Yes,Widowd,Yes,9,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
68,Male,Tertary,3,Yes,63390,No,Divorced,Yes,55,its saf and pecefull,healthcare getin worse,got discount witout askin,i lov my job and coworkers,pls fix typos in u r questions
37,Other,Primry,2,No,37794,No,Divorced,No,26,its saf and pecefull,i worrie bout kids educasion,i calld support they sloved fast,i lov my job and coworkers,pls fix typos in u r questions
62,Female,Tertary,8,Yes,38980,Yes,Widowd,Yes,35,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions
43,Other,Primry,1,No,45071,No,Widowd,Yes,54,green trees n cleen airr,war n unestability,got discount witout askin,"money, and boss apriciashun",good luck with reserch
22,Female,Primry,10,Yes,32181,Yes,Divorced,No,64,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
25,Male,Tertary,4,Yes,75557,Yes,Divorced,Yes,72,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,i lov my job and coworkers,no commnts
36,Male,Tertary,6,Yes,99641,No,Single,No,30,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long
31,Male,Secndary,3,Yes,52822,No,Single,Yes,59,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",thank u for lettin me say
45,Other,Tertary,3,No,90145,No,Divorced,No,45,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch
22,Female,Primry,5,No,30864,Yes,Single,No,36,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,my kidss and faimly,no commnts
25,Other,Primry,10,No,13258,No,Divorced,Yes,64,i dnt lik dogs barking but shops close by,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch
60,Female,Primry,1,Yes,97401,No,Divorced,No,26,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,no commnts
55,Other,Tertary,2,No,33756,No,Single,Yes,72,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,"money, and boss apriciashun",good luck with reserch
37,Other,Tertary,3,Yes,28589,Yes,Single,Yes,27,i lik the quite and neghbours,climate chang and job loss,shop asistnt smild n said thankyou,i lov my job and coworkers,no commnts
18,Other,Primry,1,No,53697,No,Divorced,Yes,57,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch
40,Male,Tertary,8,Yes,12401,No,Widowd,No,30,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,no commnts
40,Female,Tertary,5,No,29188,No,Widowd,No,17,i dnt lik dogs barking but shops close by,no money to save fo future,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long
50,Other,Primry,4,Yes,39102,Yes,Single,No,27,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,i lov my job and coworkers,good luck with reserch
45,Other,Tertary,8,No,27228,Yes,Single,Yes,51,noice is low and evryone frendly,healthcare getin worse,great expiriense at restaurent,my kidss and faimly,no commnts
50,Other,Secndary,9,No,43004,Yes,Marrid,No,44,noice is low and evryone frendly,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions
22,Other,Tertary,4,Yes,39222,Yes,Marrid,Yes,59,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",pls fix typos in u r questions
32,Other,Tertary,2,No,60634,Yes,Divorced,Yes,46,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,"goals keep me going, even when tired",no commnts
48,Male,Tertary,10,No,73619,No,Single,No,56,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions
61,Male,Primry,2,No,36881,Yes,Divorced,Yes,39,i lik the quite and neghbours,war n unestability,got discount witout askin,"money, and boss apriciashun",good luck with reserch
27,Female,Tertary,6,No,77849,No,Single,Yes,50,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say
29,Female,Tertary,7,Yes,39506,No,Widowd,No,43,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long
33,Other,Primry,4,No,83680,No,Single,No,39,i dnt lik dogs barking but shops close by,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long
63,Male,Secndary,2,Yes,75031,No,Marrid,No,65,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,my kidss and faimly,good luck with reserch
38,Female,Primry,3,No,61707,No,Marrid,No,29,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,just need to suceed,thank u for lettin me say
43,Female,Secndary,8,Yes,75356,Yes,Widowd,No,26,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,just need to suceed,this survery was long
49,Male,Secndary,7,Yes,21669,Yes,Single,Yes,2,i dnt lik dogs barking but shops close by,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say
18,Female,Secndary,8,No,67231,Yes,Single,No,8,noice is low and evryone frendly,no money to save fo future,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions
22,Female,Primry,4,Yes,45578,No,Widowd,Yes,11,green trees n cleen airr,no money to save fo future,i calld support they sloved fast,my kidss and faimly,no commnts
64,Male,Secndary,5,No,95928,No,Divorced,Yes,36,green trees n cleen airr,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",this survery was long
28,Male,Secndary,8,No,51765,Yes,Widowd,Yes,77,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long
60,Other,Primry,3,No,90130,No,Divorced,No,5,its saf and pecefull,no money to save fo future,got discount witout askin,just need to suceed,thank u for lettin me say
44,Other,Secndary,7,No,33559,Yes,Marrid,No,23,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,thank u for lettin me say
46,Other,Primry,10,Yes,13796,No,Widowd,Yes,52,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",no commnts
55,Male,Secndary,9,No,45221,No,Divorced,No,23,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",no commnts
39,Male,Primry,7,No,57947,No,Widowd,Yes,5,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch
24,Other,Secndary,2,No,20111,Yes,Marrid,Yes,22,noice is low and evryone frendly,climate chang and job loss,i calld support they sloved fast,just need to suceed,thank u for lettin me say
47,Female,Tertary,9,No,41593,Yes,Divorced,Yes,50,i lik the quite and neghbours,no money to save fo future,great expiriense at restaurent,just need to suceed,good luck with reserch
44,Male,Primry,2,No,96784,Yes,Divorced,Yes,7,i dnt lik dogs barking but shops close by,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,thank u for lettin me say
57,Other,Primry,10,Yes,32185,Yes,Marrid,No,32,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,no commnts
67,Female,Primry,1,No,39742,No,Widowd,Yes,77,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,my kidss and faimly,no commnts
41,Male,Tertary,7,Yes,77286,Yes,Single,No,68,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long
44,Female,Tertary,6,Yes,74682,Yes,Widowd,No,49,i lik the quite and neghbours,healthcare getin worse,i calld support they sloved fast,my kidss and faimly,thank u for lettin me say
35,Other,Primry,6,Yes,11541,Yes,Divorced,No,8,noice is low and evryone frendly,war n unestability,shop asistnt smild n said thankyou,just need to suceed,no commnts
41,Female,Secndary,1,No,41516,No,Divorced,Yes,78,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,i lov my job and coworkers,no commnts
37,Male,Primry,5,No,35865,Yes,Widowd,Yes,68,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,good luck with reserch
55,Male,Secndary,3,No,57834,Yes,Divorced,Yes,40,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,thank u for lettin me say
50,Male,Tertary,7,Yes,51022,Yes,Single,Yes,31,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,no commnts
55,Male,Tertary,5,Yes,84128,No,Single,No,8,green trees n cleen airr,war n unestability,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
43,Male,Tertary,7,Yes,10748,No,Marrid,No,72,i dnt lik dogs barking but shops close by,war n unestability,i calld support they sloved fast,i lov my job and coworkers,this survery was long
62,Female,Secndary,2,No,78052,No,Divorced,Yes,7,green trees n cleen airr,climate chang and job loss,the ladie at bank was reely helpfull,"goals keep me going, even when tired",pls fix typos in u r questions
21,Male,Secndary,7,Yes,48115,Yes,Widowd,Yes,66,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,i lov my job and coworkers,pls fix typos in u r questions
19,Male,Tertary,7,No,96562,No,Single,No,17,its saf and pecefull,i worrie bout kids educasion,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch
38,Other,Primry,3,Yes,43385,No,Divorced,Yes,41,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long
26,Male,Primry,10,No,88414,Yes,Single,Yes,6,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,this survery was long
29,Other,Primry,4,No,31523,Yes,Marrid,Yes,15,i dnt lik dogs barking but shops close by,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,thank u for lettin me say
26,Male,Secndary,8,No,61541,Yes,Single,No,8,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long
45,Other,Secndary,9,No,77153,Yes,Single,No,41,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,my kidss and faimly,good luck with reserch
43,Male,Tertary,5,No,23826,Yes,Single,Yes,28,i lik the quite and neghbours,no money to save fo future,got discount witout askin,just need to suceed,pls fix typos in u r questions
61,Other,Secndary,1,No,32493,No,Widowd,No,47,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,no commnts
35,Other,Primry,5,Yes,91716,No,Single,No,74,noice is low and evryone frendly,no money to save fo future,the ladie at bank was reely helpfull,my kidss and faimly,pls fix typos in u r questions
60,Male,Tertary,10,Yes,22526,Yes,Widowd,Yes,5,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say
27,Male,Primry,6,No,33573,No,Divorced,Yes,76,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,just need to suceed,thank u for lettin me say
52,Female,Primry,9,No,30529,No,Single,Yes,5,noice is low and evryone frendly,war n unestability,got discount witout askin,i lov my job and coworkers,pls fix typos in u r questions
57,Other,Primry,9,Yes,89918,Yes,Widowd,Yes,66,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say
63,Male,Primry,1,No,66985,No,Widowd,Yes,61,noice is low and evryone frendly,war n unestability,got discount witout askin,i lov my job and coworkers,no commnts
50,Other,Secndary,10,Yes,18313,Yes,Single,Yes,31,green trees n cleen airr,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",this survery was long
67,Male,Primry,5,No,67370,Yes,Single,No,64,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,just need to suceed,pls fix typos in u r questions
25,Male,Secndary,1,Yes,76511,No,Divorced,No,55,its saf and pecefull,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,pls fix typos in u r questions
