Q1_Age,Q2_Gender,Q3_Education,Q4_LifeSatisfaction,Q5_CarOwnership,Q6_IncomeLevel,Q7_Employed,Q8_MaritalStatus,Q9_HomeOwner,Q10_HoursWorkedPerWeek,Q11_OE_Neighborhood,Q12_OE_FutureConcerns,Q13_OE_CustomerExperience,Q14_OE_WorkMotivation,Q15_OE_AdditionalComments,Neighborhood_Sentiment,FutureConcern_Sentiment
18,Other,Primary,4,Yes,61015,No,Divorced,Yes,17,green trees n cleen airr,war n unestability,i calld support they sloved fast,"money, and boss apriciashun",this survery was long,-0.2,0.0
26,Female,Primary,6,No,17636,No,Divorced,No,54,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,just need to suceed,this survery was long,0.0,-0.4
49,Female,Secondary,9,Yes,88975,Yes,Divorced,No,12,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say,0.0,0.0
38,Male,Primary,7,Yes,69094,Yes,Married,Yes,11,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,0.0
39,Female,Primary,1,No,63309,No,Single,No,51,its saf and pecefull,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",this survery was long,0.0,0.0
31,Female,Tertiary,1,No,34619,No,Single,Yes,62,green trees n cleen airr,healthcare getin worse,i calld support they sloved fast,i lov my job and coworkers,no commnts,-0.2,-0.4
66,Other,Tertiary,8,Yes,56764,Yes,Divorced,No,24,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
44,Female,Secondary,7,No,50698,Yes,Married,No,61,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say,-0.2,0.0
19,Other,Tertiary,3,Yes,30304,No,Single,Yes,72,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
55,Other,Tertiary,9,Yes,59571,No,Single,Yes,33,i lik the quite and neghbours,healthcare getin worse,got discount witout askin,i lov my job and coworkers,this survery was long,0.0,-0.4
19,Other,Secondary,1,No,34554,Yes,Single,No,54,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
23,Female,Tertiary,3,No,22610,Yes,Widowed,No,15,green trees n cleen airr,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,this survery was long,-0.2,0.0
35,Male,Secondary,5,Yes,90304,Yes,Widowed,Yes,28,i dnt lik dogs barking but shops close by,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say,0.0,0.0
57,Other,Primary,10,No,60584,Yes,Married,No,57,i lik the quite and neghbours,war n unestability,great expiriense at restaurent,i lov my job and coworkers,this survery was long,0.0,0.0
56,Male,Primary,7,Yes,53454,Yes,Married,No,3,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,just need to suceed,thank u for lettin me say,-0.2,0.0
52,Male,Primary,1,No,11411,No,Divorced,Yes,78,green trees n cleen airr,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say,-0.2,0.0
50,Other,Primary,7,Yes,62815,Yes,Widowed,No,35,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,i lov my job and coworkers,this survery was long,0.0,0.0
47,Female,Primary,10,Yes,70525,Yes,Divorced,No,15,green trees n cleen airr,i worrie bout kids educasion,great expiriense at restaurent,my kidss and faimly,good luck with reserch,-0.2,0.0
49,Female,Tertiary,6,Yes,52883,Yes,Widowed,Yes,72,its saf and pecefull,i worrie bout kids educasion,shop asistnt smild n said thankyou,just need to suceed,good luck with reserch,0.0,0.0
68,Other,Secondary,2,Yes,31215,Yes,Married,Yes,77,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,just need to suceed,no commnts,0.0,0.0
66,Male,Primary,1,No,14130,Yes,Widowed,Yes,7,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,0.0
23,Male,Tertiary,3,Yes,78561,Yes,Single,No,1,i dnt lik dogs barking but shops close by,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts,0.0,0.0
41,Female,Primary,6,Yes,98901,Yes,Widowed,No,45,i dnt lik dogs barking but shops close by,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,good luck with reserch,0.0,-0.4
19,Male,Tertiary,1,No,82923,Yes,Widowed,No,36,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,my kidss and faimly,this survery was long,-0.2,0.0
44,Other,Primary,4,Yes,84317,No,Single,Yes,52,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
51,Other,Primary,6,No,52791,Yes,Divorced,Yes,22,its saf and pecefull,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
51,Other,Secondary,7,Yes,32061,No,Single,No,37,noice is low and evryone frendly,i worrie bout kids educasion,shop asistnt smild n said thankyou,"goals keep me going, even when tired",no commnts,0.0,0.0
66,Male,Tertiary,10,Yes,48146,Yes,Single,No,52,green trees n cleen airr,i worrie bout kids educasion,got discount witout askin,"goals keep me going, even when tired",thank u for lettin me say,-0.2,0.0
49,Male,Secondary,4,No,28224,Yes,Divorced,Yes,21,its saf and pecefull,war n unestability,great expiriense at restaurent,"money, and boss apriciashun",this survery was long,0.0,0.0
39,Male,Tertiary,2,No,77927,No,Married,No,72,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,shop asistnt smild n said thankyou,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
24,Other,Secondary,8,Yes,86365,Yes,Single,Yes,46,i lik the quite and neghbours,no money to save fo future,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long,0.0,0.0
19,Other,Tertiary,8,Yes,27896,Yes,Married,Yes,8,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions,-0.2,0.0
60,Female,Primary,7,Yes,81679,Yes,Divorced,Yes,28,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,i lov my job and coworkers,this survery was long,0.0,-0.4
56,Other,Tertiary,5,Yes,78038,No,Single,Yes,31,noice is low and evryone frendly,healthcare getin worse,shop asistnt smild n said thankyou,my kidss and faimly,no commnts,0.0,-0.4
68,Other,Secondary,8,Yes,89108,Yes,Married,Yes,76,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,this survery was long,0.0,0.0
51,Male,Secondary,6,No,31961,No,Single,No,20,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,my kidss and faimly,pls fix typos in u r questions,-0.2,0.0
45,Other,Tertiary,8,No,61323,Yes,Married,No,45,i lik the quite and neghbours,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,0.0,-0.4
39,Other,Primary,4,Yes,94151,No,Widowed,No,8,i dnt lik dogs barking but shops close by,war n unestability,great expiriense at restaurent,i lov my job and coworkers,good luck with reserch,0.0,0.0
50,Female,Secondary,9,No,72567,No,Married,No,43,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,just need to suceed,this survery was long,0.0,0.0
48,Male,Tertiary,1,Yes,79436,No,Single,No,48,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
35,Male,Tertiary,4,No,53446,No,Divorced,Yes,79,green trees n cleen airr,i worrie bout kids educasion,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say,-0.2,0.0
29,Other,Primary,8,No,27832,Yes,Single,No,47,i dnt lik dogs barking but shops close by,war n unestability,the ladie at bank was reely helpfull,just need to suceed,no commnts,0.0,0.0
65,Female,Secondary,6,No,85101,No,Married,Yes,4,i lik the quite and neghbours,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say,0.0,-0.4
21,Other,Tertiary,10,Yes,12394,Yes,Married,Yes,47,noice is low and evryone frendly,healthcare getin worse,i calld support they sloved fast,"goals keep me going, even when tired",this survery was long,0.0,-0.4
21,Male,Tertiary,9,No,89516,No,Divorced,No,38,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
19,Male,Tertiary,3,No,38684,Yes,Single,Yes,59,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts,0.0,0.0
57,Female,Primary,8,Yes,56983,No,Widowed,No,16,green trees n cleen airr,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,no commnts,-0.2,-0.4
65,Other,Tertiary,9,No,34179,Yes,Divorced,Yes,63,noice is low and evryone frendly,climate chang and job loss,i calld support they sloved fast,"money, and boss apriciashun",no commnts,0.0,0.0
46,Other,Secondary,5,Yes,97763,No,Divorced,Yes,26,i lik the quite and neghbours,war n unestability,i calld support they sloved fast,just need to suceed,thank u for lettin me say,0.0,0.0
39,Other,Primary,4,No,73941,No,Divorced,No,43,i dnt lik dogs barking but shops close by,healthcare getin worse,i calld support they sloved fast,just need to suceed,thank u for lettin me say,0.0,-0.4
24,Other,Primary,2,Yes,18185,No,Single,No,68,green trees n cleen airr,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,no commnts,-0.2,0.0
29,Other,Primary,3,Yes,22500,Yes,Widowed,No,68,i lik the quite and neghbours,i worrie bout kids educasion,shop asistnt smild n said thankyou,"money, and boss apriciashun",no commnts,0.0,0.0
69,Other,Secondary,5,No,66006,Yes,Divorced,No,4,its saf and pecefull,climate chang and job loss,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch,0.0,0.0
56,Other,Secondary,9,Yes,78068,Yes,Single,Yes,51,noice is low and evryone frendly,climate chang and job loss,the ladie at bank was reely helpfull,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
23,Male,Secondary,8,No,32811,Yes,Single,Yes,0,its saf and pecefull,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,good luck with reserch,0.0,0.0
54,Male,Tertiary,5,Yes,16025,Yes,Married,No,44,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions,0.0,0.0
49,Male,Tertiary,9,Yes,87927,No,Divorced,No,14,i lik the quite and neghbours,climate chang and job loss,got discount witout askin,my kidss and faimly,this survery was long,0.0,0.0
48,Other,Secondary,5,No,59743,Yes,Married,No,25,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,pls fix typos in u r questions,0.0,-0.4
54,Male,Tertiary,10,Yes,32281,No,Widowed,No,9,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
33,Female,Tertiary,10,No,73085,Yes,Divorced,No,13,green trees n cleen airr,war n unestability,i calld support they sloved fast,i lov my job and coworkers,thank u for lettin me say,-0.2,0.0
27,Male,Primary,2,No,14487,Yes,Widowed,No,56,green trees n cleen airr,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions,-0.2,-0.4
22,Female,Secondary,4,No,45133,Yes,Married,No,28,i lik the quite and neghbours,i worrie bout kids educasion,got discount witout askin,my kidss and faimly,no commnts,0.0,0.0
34,Female,Primary,6,Yes,77167,No,Married,Yes,55,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",good luck with reserch,0.0,0.0
68,Other,Primary,1,Yes,71337,No,Single,No,43,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,my kidss and faimly,no commnts,0.0,0.0
33,Female,Secondary,9,No,26148,No,Widowed,No,3,i dnt lik dogs barking but shops close by,healthcare getin worse,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions,0.0,-0.4
31,Female,Primary,1,Yes,95920,No,Single,No,56,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
57,Other,Secondary,10,Yes,59159,No,Widowed,No,52,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,good luck with reserch,0.0,0.0
53,Male,Secondary,7,No,98394,Yes,Divorced,Yes,73,noice is low and evryone frendly,i worrie bout kids educasion,got discount witout askin,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
65,Female,Tertiary,7,Yes,40758,Yes,Single,Yes,1,green trees n cleen airr,healthcare getin worse,the ladie at bank was reely helpfull,i lov my job and coworkers,this survery was long,-0.2,-0.4
64,Other,Secondary,10,Yes,18125,Yes,Widowed,No,27,i lik the quite and neghbours,climate chang and job loss,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch,0.0,0.0
59,Female,Secondary,1,No,61076,No,Married,No,56,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,my kidss and faimly,good luck with reserch,0.0,0.0
57,Female,Primary,1,No,35861,No,Divorced,Yes,60,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,just need to suceed,this survery was long,0.0,0.0
31,Other,Secondary,9,Yes,42175,Yes,Single,No,39,i lik the quite and neghbours,no money to save fo future,the ladie at bank was reely helpfull,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
20,Female,Tertiary,8,No,59411,Yes,Single,Yes,21,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
69,Male,Secondary,6,Yes,33466,Yes,Widowed,No,70,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,just need to suceed,good luck with reserch,0.0,-0.4
24,Female,Secondary,5,No,79273,Yes,Married,Yes,51,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
57,Female,Tertiary,9,No,90787,Yes,Divorced,Yes,24,green trees n cleen airr,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,thank u for lettin me say,-0.2,0.0
57,Male,Tertiary,6,No,57594,No,Widowed,No,23,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",pls fix typos in u r questions,-0.2,0.0
37,Male,Secondary,6,Yes,94753,No,Divorced,No,34,noice is low and evryone frendly,healthcare getin worse,got discount witout askin,just need to suceed,good luck with reserch,0.0,-0.4
27,Other,Primary,5,Yes,96930,Yes,Divorced,No,19,its saf and pecefull,war n unestability,shop asistnt smild n said thankyou,"goals keep me going, even when tired",this survery was long,0.0,0.0
66,Female,Secondary,4,No,13904,No,Widowed,No,34,green trees n cleen airr,war n unestability,great expiriense at restaurent,i lov my job and coworkers,this survery was long,-0.2,0.0
27,Female,Tertiary,4,No,86938,Yes,Married,Yes,66,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say,0.0,-0.4
57,Female,Primary,4,No,68045,No,Divorced,Yes,76,i lik the quite and neghbours,i worrie bout kids educasion,got discount witout askin,my kidss and faimly,thank u for lettin me say,0.0,0.0
40,Female,Secondary,4,Yes,93803,Yes,Married,Yes,78,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
37,Female,Primary,9,Yes,30026,No,Widowed,No,64,green trees n cleen airr,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",this survery was long,-0.2,0.0
37,Female,Primary,7,No,20751,No,Married,Yes,49,i dnt lik dogs barking but shops close by,climate chang and job loss,got discount witout askin,"goals keep me going, even when tired",this survery was long,0.0,0.0
22,Male,Secondary,8,Yes,82409,Yes,Widowed,No,26,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,got discount witout askin,just need to suceed,thank u for lettin me say,0.0,0.0
43,Female,Primary,1,No,55085,Yes,Married,No,9,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",thank u for lettin me say,0.0,-0.4
24,Male,Secondary,2,No,62040,Yes,Single,No,6,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,just need to suceed,good luck with reserch,-0.2,0.0
25,Other,Secondary,8,No,28131,No,Widowed,No,58,i dnt lik dogs barking but shops close by,war n unestability,i calld support they sloved fast,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
38,Male,Primary,9,Yes,79838,No,Married,Yes,52,noice is low and evryone frendly,climate chang and job loss,shop asistnt smild n said thankyou,my kidss and faimly,thank u for lettin me say,0.0,0.0
59,Female,Secondary,1,No,53728,Yes,Divorced,Yes,50,i lik the quite and neghbours,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
48,Male,Primary,7,No,79712,No,Single,No,19,noice is low and evryone frendly,i worrie bout kids educasion,great expiriense at restaurent,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
22,Other,Tertiary,4,No,92387,No,Divorced,No,60,i dnt lik dogs barking but shops close by,no money to save fo future,i calld support they sloved fast,i lov my job and coworkers,good luck with reserch,0.0,0.0
43,Male,Secondary,3,No,25435,No,Married,No,54,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,"money, and boss apriciashun",this survery was long,-0.2,0.0
44,Female,Tertiary,5,Yes,95722,Yes,Widowed,Yes,76,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,"money, and boss apriciashun",no commnts,0.0,-0.4
22,Male,Tertiary,4,No,60716,Yes,Widowed,Yes,49,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,just need to suceed,thank u for lettin me say,0.0,0.0
37,Other,Secondary,2,No,40876,Yes,Widowed,Yes,42,noice is low and evryone frendly,no money to save fo future,great expiriense at restaurent,"goals keep me going, even when tired",no commnts,0.0,0.0
68,Female,Primary,4,Yes,93204,No,Widowed,No,76,green trees n cleen airr,no money to save fo future,i calld support they sloved fast,my kidss and faimly,this survery was long,-0.2,0.0
18,Male,Tertiary,5,Yes,13030,Yes,Widowed,No,59,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions,0.0,-0.4
49,Other,Tertiary,6,No,25862,No,Widowed,Yes,10,i dnt lik dogs barking but shops close by,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
62,Female,Primary,8,Yes,43953,Yes,Widowed,Yes,64,i lik the quite and neghbours,i worrie bout kids educasion,got discount witout askin,just need to suceed,thank u for lettin me say,0.0,0.0
23,Female,Primary,7,No,60631,Yes,Married,No,48,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,just need to suceed,pls fix typos in u r questions,0.0,-0.4
38,Female,Tertiary,7,Yes,89880,No,Married,No,4,its saf and pecefull,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say,0.0,0.0
35,Male,Secondary,4,No,19502,No,Married,Yes,55,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,this survery was long,0.0,0.0
44,Female,Primary,3,Yes,48216,Yes,Married,No,65,i lik the quite and neghbours,climate chang and job loss,i calld support they sloved fast,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
66,Male,Tertiary,10,No,27672,No,Married,Yes,36,i lik the quite and neghbours,climate chang and job loss,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say,0.0,0.0
39,Female,Tertiary,10,No,30145,Yes,Single,Yes,56,its saf and pecefull,climate chang and job loss,the ladie at bank was reely helpfull,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
60,Male,Secondary,10,Yes,15165,Yes,Married,Yes,71,green trees n cleen airr,war n unestability,great expiriense at restaurent,"goals keep me going, even when tired",pls fix typos in u r questions,-0.2,0.0
65,Other,Primary,8,No,60121,No,Divorced,No,41,green trees n cleen airr,war n unestability,great expiriense at restaurent,just need to suceed,thank u for lettin me say,-0.2,0.0
54,Female,Tertiary,10,Yes,83344,No,Married,Yes,4,noice is low and evryone frendly,war n unestability,the ladie at bank was reely helpfull,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
27,Male,Primary,5,No,74382,No,Married,Yes,2,green trees n cleen airr,climate chang and job loss,i calld support they sloved fast,my kidss and faimly,this survery was long,-0.2,0.0
28,Male,Secondary,5,No,88833,Yes,Married,Yes,3,i lik the quite and neghbours,healthcare getin worse,the ladie at bank was reely helpfull,my kidss and faimly,pls fix typos in u r questions,0.0,-0.4
68,Other,Primary,6,Yes,46327,Yes,Married,No,27,green trees n cleen airr,climate chang and job loss,great expiriense at restaurent,my kidss and faimly,pls fix typos in u r questions,-0.2,0.0
48,Male,Primary,3,No,73808,No,Married,Yes,68,its saf and pecefull,war n unestability,i calld support they sloved fast,"goals keep me going, even when tired",no commnts,0.0,0.0
56,Female,Tertiary,10,No,83544,No,Divorced,No,14,its saf and pecefull,healthcare getin worse,shop asistnt smild n said thankyou,just need to suceed,this survery was long,0.0,-0.4
34,Male,Primary,6,No,74955,No,Married,Yes,16,noice is low and evryone frendly,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",good luck with reserch,0.0,0.0
47,Female,Primary,6,No,28111,Yes,Married,No,53,i lik the quite and neghbours,i worrie bout kids educasion,i calld support they sloved fast,"money, and boss apriciashun",good luck with reserch,0.0,0.0
26,Male,Secondary,9,No,15130,No,Widowed,Yes,42,i lik the quite and neghbours,war n unestability,the ladie at bank was reely helpfull,"goals keep me going, even when tired",no commnts,0.0,0.0
48,Female,Primary,6,Yes,41023,No,Widowed,No,37,noice is low and evryone frendly,war n unestability,i calld support they sloved fast,just need to suceed,pls fix typos in u r questions,0.0,0.0
35,Female,Primary,8,Yes,13957,Yes,Married,No,74,its saf and pecefull,i worrie bout kids educasion,i calld support they sloved fast,just need to suceed,good luck with reserch,0.0,0.0
37,Other,Secondary,6,Yes,74311,No,Married,No,77,i dnt lik dogs barking but shops close by,no money to save fo future,shop asistnt smild n said thankyou,"goals keep me going, even when tired",no commnts,0.0,0.0
64,Male,Tertiary,3,No,53723,No,Married,Yes,57,green trees n cleen airr,i worrie bout kids educasion,the ladie at bank was reely helpfull,"money, and boss apriciashun",no commnts,-0.2,0.0
34,Male,Tertiary,8,Yes,24432,Yes,Single,No,76,green trees n cleen airr,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",no commnts,-0.2,0.0
37,Female,Primary,3,No,12205,Yes,Married,Yes,20,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,i calld support they sloved fast,i lov my job and coworkers,this survery was long,0.0,0.0
33,Male,Secondary,9,No,93606,Yes,Married,Yes,69,green trees n cleen airr,war n unestability,shop asistnt smild n said thankyou,"money, and boss apriciashun",thank u for lettin me say,-0.2,0.0
43,Other,Secondary,5,Yes,36541,Yes,Married,No,32,noice is low and evryone frendly,climate chang and job loss,got discount witout askin,"goals keep me going, even when tired",pls fix typos in u r questions,0.0,0.0
40,Male,Primary,8,No,50692,Yes,Single,Yes,6,i dnt lik dogs barking but shops close by,no money to save fo future,got discount witout askin,i lov my job and coworkers,this survery was long,0.0,0.0
48,Male,Primary,5,Yes,76122,Yes,Divorced,Yes,63,i lik the quite and neghbours,no money to save fo future,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say,0.0,0.0
27,Other,Primary,10,No,95850,Yes,Single,Yes,59,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,i lov my job and coworkers,thank u for lettin me say,0.0,-0.4
25,Other,Primary,10,Yes,28453,Yes,Single,No,54,its saf and pecefull,no money to save fo future,the ladie at bank was reely helpfull,"goals keep me going, even when tired",thank u for lettin me say,0.0,0.0
57,Female,Primary,8,Yes,77197,No,Divorced,Yes,63,i lik the quite and neghbours,no money to save fo future,got discount witout askin,"goals keep me going, even when tired",no commnts,0.0,0.0
62,Other,Primary,9,Yes,57197,Yes,Single,Yes,73,i lik the quite and neghbours,i worrie bout kids educasion,got discount witout askin,i lov my job and coworkers,pls fix typos in u r questions,0.0,0.0
38,Female,Tertiary,3,Yes,28830,Yes,Single,No,13,green trees n cleen airr,no money to save fo future,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,-0.2,0.0
67,Female,Tertiary,1,No,34190,Yes,Single,Yes,55,i dnt lik dogs barking but shops close by,war n unestability,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say,0.0,0.0
37,Male,Secondary,7,Yes,96920,No,Single,No,0,i dnt lik dogs barking but shops close by,i worrie bout kids educasion,great expiriense at restaurent,"money, and boss apriciashun",this survery was long,0.0,0.0
28,Male,Secondary,8,Yes,43501,No,Single,No,13,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,just need to suceed,this survery was long,0.0,0.0
66,Male,Secondary,5,Yes,34445,No,Divorced,Yes,50,its saf and pecefull,healthcare getin worse,the ladie at bank was reely helpfull,my kidss and faimly,thank u for lettin me say,0.0,-0.4
30,Other,Tertiary,7,Yes,55517,Yes,Married,No,70,i dnt lik dogs barking but shops close by,healthcare getin worse,great expiriense at restaurent,"money, and boss apriciashun",pls fix typos in u r questions,0.0,-0.4
44,Female,Tertiary,3,No,74750,Yes,Married,Yes,6,its saf and pecefull,healthcare getin worse,great expiriense at restaurent,"goals keep me going, even when tired",this survery was long,0.0,-0.4
53,Female,Secondary,8,Yes,22162,No,Widowed,No,60,i dnt lik dogs barking but shops close by,war n unestability,got discount witout askin,"money, and boss apriciashun",pls fix typos in u r questions,0.0,0.0
54,Female,Tertiary,3,Yes,94470,Yes,Divorced,Yes,13,noice is low and evryone frendly,no money to save fo future,shop asistnt smild n said thankyou,my kidss and faimly,good luck with reserch,0.0,0.0
66,Female,Primary,7,No,46263,No,Widowed,Yes,20,i lik the quite and neghbours,i worrie bout kids educasion,the ladie at bank was reely helpfull,my kidss and faimly,no commnts,0.0,0.0
60,Female,Tertiary,4,Yes,72749,Yes,Widowed,Yes,79,its saf and pecefull,climate chang and job loss,great expiriense at restaurent,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
24,Male,Secondary,4,No,83584,Yes,Divorced,No,29,green trees n cleen airr,no money to save fo future,shop asistnt smild n said thankyou,just need to suceed,thank u for lettin me say,-0.2,0.0
42,Other,Secondary,6,Yes,73876,No,Widowed,No,21,noice is low and evryone frendly,healthcare getin worse,the ladie at bank was reely helpfull,my kidss and faimly,good luck with reserch,0.0,-0.4
53,Male,Secondary,9,Yes,27008,Yes,Divorced,No,70,its saf and pecefull,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",thank u for lettin me say,0.0,0.0
18,Male,Tertiary,3,No,10646,No,Married,No,47,its saf and pecefull,war n unestability,the ladie at bank was reely helpfull,"money, and boss apriciashun",this survery was long,0.0,0.0
23,Other,Primary,1,Yes,41894,No,Widowed,No,3,green trees n cleen airr,healthcare getin worse,got discount witout askin,just need to suceed,no commnts,-0.2,-0.4
57,Male,Secondary,10,Yes,47258,Yes,Single,Yes,45,i dnt lik dogs barking but shops close by,climate chang and job loss,i calld support they sloved fast,"money, and boss apriciashun",good luck with reserch,0.0,0.0
43,Male,Tertiary,9,No,72093,No,Divorced,No,68,noice is low and evryone frendly,climate chang and job loss,the ladie at bank was reely helpfull,just need to suceed,thank u for lettin me say,0.0,0.0
68,Other,Primary,10,No,59534,No,Widowed,No,53,noice is low and evryone frendly,no money to save fo future,i calld support they sloved fast,"money, and boss apriciashun",this survery was long,0.0,0.0
